,passenger_count,trip_distance,PULocationID,DOLocationID,fare_amount,extra,tip_amount,tolls_amount,congestion_surcharge,airport_fee,PUZone,DOZone,PULat,PULong,DOLat,DOLong,duration,speed_minutes,hour_pickup,minute_pickup,day_pickup,peak_hour
762596,2.0,1.932,114,4,9.0,3.0,2.56,0.0,2.5,0.0,Murray Hill,East Village,40.7479,-73.9757,40.7265,-73.9815,12.916666666666666,0.1495741935483871,20,28,7,0
939825,1.0,3.059,125,186,9.0,3.5,2.65,0.0,2.5,0.0,Upper East Side North,Flatiron,40.7641,-73.956,40.7401,-73.9903,9.15,0.3343169398907104,16,49,9,0
184635,1.0,3.3810000000000002,100,43,8.5,3.0,2.45,0.0,2.5,0.0,Midtown North,Greenpoint,40.754932,-73.984016,40.7305,-73.9515,6.616666666666666,0.5109823677581865,23,16,2,0
1534341,1.0,2.5116,163,100,11.0,0.0,2.86,0.0,2.5,0.0,Upper East Side South,Upper East Side North,40.7736,-73.9566,40.7641,-73.956,16.766666666666666,0.1497972166998012,15,1,14,0
1739429,1.0,4.1216,100,114,11.5,0.0,2.96,0.0,2.5,0.0,Penn Station/Madison Sq West,Sutton Place/Turtle Bay North,40.7498,-73.9917,40.75801217,-73.96019998,14.716666666666667,0.2800634201585504,12,44,16,0
1533813,1.0,4.186000000000001,43,48,16.5,2.5,0.0,0.0,2.5,0.0,Upper East Side South,Upper East Side North,40.7736,-73.9566,40.7641,-73.956,25.2,0.16611111111111115,14,52,14,0
1850994,1.0,1.4329,90,113,11.5,0.0,0.0,0.0,2.5,0.0,Midtown Center,Lenox Hill East,40.7588,-73.97291,40.7662,-73.9602,18.266666666666666,0.07844343065693432,12,52,17,0
2325966,2.0,3.864,113,48,13.0,2.5,3.25,0.0,2.5,0.0,Midtown East,Clinton East,40.7509,-73.96442,40.7638,-73.9918,17.533333333333335,0.2203802281368821,10,42,21,0
1268989,1.0,3.8318,233,263,11.0,0.0,2.86,0.0,2.5,0.0,Union Sq,Midtown Center,40.7359,-73.9911,40.7588,-73.97291,13.483333333333333,0.28418788627935726,12,48,12,0
3290666,4.0,10.465,87,163,20.5,2.5,0.0,0.0,2.5,0.0,TriBeCa/Civic Center,Times Sq/Theatre District,40.71626,-74.01257993,40.75888,-73.98482,15.4,0.6795454545454546,12,4,30,0
2554472,1.0,0.4508000000000001,236,236,3.0,0.0,1.5,0.0,2.5,0.0,Kips Bay,Kips Bay,40.73955,-73.97708,40.73955,-73.97708,1.4833333333333334,0.3039101123595506,13,0,23,0
1233609,2.0,2.5438,148,113,8.0,0.5,2.36,0.0,2.5,0.0,Union Sq,Midtown Center,40.7359,-73.9911,40.7588,-73.97291,9.466666666666667,0.2687112676056338,2,53,12,0
2903828,1.0,1.1592,162,163,5.5,0.0,1.76,0.0,2.5,0.0,UN/Turtle Bay South,Williamsburg (North Side),40.74966,-73.96918,40.71478,-73.95276,5.65,0.20516814159292035,13,24,26,0
1909299,2.0,1.127,237,237,4.5,3.5,0.5,0.0,2.5,0.0,Midtown Center,Upper West Side South,40.7588,-73.97291,40.787,-73.9754,3.5,0.322,20,35,17,0
69658,1.0,1.7710000000000004,161,161,6.5,2.5,0.0,0.0,2.5,0.0,Upper West Side North,East Harlem South,40.91394506,-73.84871493,40.795,-73.939,6.75,0.2623703703703704,18,28,1,0
3040969,1.0,16.2288,138,33,33.0,1.0,0.0,0.0,0.0,1.25,Gramercy,Battery Park City,40.7368,-73.9845,40.71131,-74.0159,40.56666666666667,0.40005258833196383,16,5,27,0
1556754,1.0,2.737,230,249,9.5,2.5,3.0,0.0,2.5,0.0,Upper East Side South,Upper East Side North,40.7736,-73.9566,40.7641,-73.956,12.666666666666666,0.21607894736842106,17,57,14,0
1825308,1.0,6.923,24,159,24.0,0.0,4.95,0.0,0.0,0.0,LaGuardia Airport,Yorkville East,40.77013003,-73.86703007,40.76955898,-73.9413803,35.483333333333334,0.19510568341944576,7,54,17,0
130681,1.0,1.5778,262,236,7.0,0.0,1.54,0.0,2.5,0.0,Upper West Side North,Midtown South,40.91394506,-73.84871493,40.754932,-73.984016,8.333333333333334,0.189336,13,58,2,0
1351369,3.0,3.3649,164,162,10.5,0.5,2.86,0.0,2.5,0.0,Flatiron,Brooklyn Heights,40.7401,-73.9903,40.6959,-73.9956,13.133333333333333,0.2562106598984772,22,53,12,0
3091933,1.0,7.889000000000001,79,263,16.5,0.5,4.06,0.0,2.5,0.0,Gramercy,Lincoln Square West,40.7368,-73.9845,40.77677997,-73.98296006,12.4,0.6362096774193549,2,14,28,0
1113081,1.0,3.8962000000000003,100,125,11.0,0.0,2.86,0.0,2.5,0.0,Times Sq/Theatre District,Penn Station/Madison Sq West,40.75888,-73.98482,40.7498,-73.9917,13.366666666666667,0.2914862842892768,7,54,11,0
2242007,1.0,2.254,107,186,11.5,0.0,2.96,0.0,2.5,0.0,JFK Airport,Lenox Hill West,40.63983,-73.77874,40.7708,-73.9567,16.25,0.1387076923076923,15,35,20,0
780156,1.0,12.590200000000001,230,255,27.5,0.5,2.0,0.0,2.5,0.0,Murray Hill,East Village,40.7479,-73.9757,40.7265,-73.9815,28.983333333333334,0.434394479585969,23,26,7,0
1560087,1.0,2.8336,163,239,11.0,0.0,0.0,0.0,2.5,0.0,Upper East Side South,Upper East Side North,40.7736,-73.9566,40.7641,-73.956,15.25,0.18580983606557377,17,0,14,0
2034637,1.0,3.1395,246,142,15.0,0.5,4.5,0.0,2.5,0.0,Sutton Place/Turtle Bay North,Upper East Side South,40.75801217,-73.96019998,40.7736,-73.9566,24.133333333333333,0.13008977900552487,20,1,18,0
1222117,1.0,5.5223,144,246,13.0,0.5,1.0,0.0,2.5,0.0,Union Sq,Midtown Center,40.7359,-73.9911,40.7588,-73.97291,13.566666666666666,0.4070491400491401,22,20,11,0
1252176,1.0,1.0304,231,231,5.0,0.0,1.24,0.0,2.5,0.0,Union Sq,Midtown Center,40.7359,-73.9911,40.7588,-73.97291,4.683333333333334,0.22001423487544483,9,50,12,0
495327,1.0,19.0946,138,246,42.0,1.0,10.82,6.55,2.5,1.25,East Chelsea,Greenwich Village South,40.742352,-74.00621,40.73211001,-73.99648007,53.7,0.3555791433891992,16,34,5,0
1809700,1.0,28.3199,132,100,52.0,0.0,7.0,6.55,2.5,1.25,LaGuardia Airport,Yorkville East,40.77013003,-73.86703007,40.76955898,-73.9413803,34.75,0.8149611510791367,22,37,16,0
36576,1.0,3.6547,230,79,10.5,0.0,3.45,0.0,2.5,0.0,West Chelsea/Hudson Yards,East Harlem North,40.75341588,-74.00002199,40.795,-73.939,13.416666666666666,0.27240000000000003,12,51,1,0
50912,1.0,2.9141000000000004,50,239,7.0,0.0,0.0,0.0,2.5,0.0,West Chelsea/Hudson Yards,East Harlem North,40.75341588,-74.00002199,40.795,-73.939,5.75,0.5068,15,36,1,0
536499,1.0,0.8533000000000001,170,161,4.0,0.5,1.95,0.0,2.5,0.0,East Chelsea,Midtown North,40.742352,-74.00621,40.754932,-73.984016,3.2666666666666666,0.26121428571428573,21,4,5,0
2784820,1.0,10.143,230,87,25.0,2.5,0.0,0.0,2.5,0.0,Lenox Hill West,Murray Hill,40.7708,-73.9567,40.7479,-73.9757,30.116666666666667,0.33679026009961266,13,58,25,0
3405007,3.0,0.6762,237,161,6.0,2.5,2.32,0.0,0.0,0.0,Central Harlem North,SoHo,40.7987,-73.9523,40.7252,-74.00415,7.0,0.0966,16,8,31,0
2852604,1.0,4.025,229,79,10.0,3.0,2.75,0.0,2.5,0.0,Garment District,Clinton West,40.7544,-73.99185,40.7629,-73.994,10.7,0.3761682242990655,22,1,25,0
2666469,1.0,0.805,234,113,4.5,2.5,2.0,0.0,2.5,0.0,Upper West Side South,Midtown East,40.787,-73.9754,40.7509,-73.96442,4.616666666666666,0.17436823104693144,13,28,24,0
1226913,1.0,0.7406,144,148,4.5,0.5,0.0,0.0,2.5,0.0,Union Sq,Midtown Center,40.7359,-73.9911,40.7588,-73.97291,3.4833333333333334,0.21261244019138756,23,44,11,0
3450843,1.0,13.5723,138,164,26.0,0.5,10.0,6.55,2.5,1.25,East Harlem South,LaGuardia Airport,40.795,-73.939,40.77013003,-73.86703007,19.316666666666666,0.702621225194133,22,4,31,0
1461557,4.0,0.9982000000000001,238,24,4.0,0.5,1.56,0.0,2.5,0.0,Upper East Side South,Upper East Side North,40.7736,-73.9566,40.7641,-73.956,2.4833333333333334,0.4019597315436242,20,32,13,0
2875412,1.0,2.3023000000000002,151,43,8.0,0.0,0.0,0.0,0.0,0.0,Garment District,Central Harlem North,40.7544,-73.99185,40.7987,-73.9523,8.783333333333333,0.26212144212523725,8,43,26,0
1992581,1.0,3.5420000000000007,236,239,10.0,3.5,3.55,0.0,2.5,0.0,Meatpacking/West Village West,Upper West Side South,40.741,-74.0076,40.787,-73.9754,13.566666666666666,0.26108108108108113,15,20,18,1
1115900,1.0,1.2719,48,230,5.5,0.0,2.2,0.0,2.5,0.0,Times Sq/Theatre District,Lincoln Square East,40.75888,-73.98482,40.7742,-73.9849,5.566666666666666,0.22848502994011977,7,24,11,0
3097955,2.0,18.676000000000002,249,138,35.0,2.5,7.66,0.0,2.5,0.0,Greenwich Village North,Lincoln Square West,40.73211001,-73.99648007,40.77677997,-73.98296006,25.033333333333335,0.7460452729693742,7,21,28,0
249612,2.0,6.279,132,139,16.5,1.0,5.0,0.0,0.0,1.25,East Village,East Chelsea,40.7265,-73.9815,40.742352,-74.00621,21.016666666666666,0.29876288659793815,16,9,3,0
985296,1.0,6.601,114,164,17.5,3.0,0.0,0.0,2.5,0.0,Lincoln Square East,West Chelsea/Hudson Yards,40.7742,-73.9849,40.75341588,-74.00002199,21.916666666666668,0.3011863117870722,23,58,9,0
1154441,1.0,3.864,234,231,13.0,2.5,0.0,0.0,2.5,0.0,Times Sq/Theatre District,Lincoln Square East,40.75888,-73.98482,40.7742,-73.9849,19.233333333333334,0.2009012131715771,14,43,11,0
2414572,1.0,1.7227000000000001,263,75,5.5,0.5,0.0,0.0,2.5,0.0,Hudson Sq,JFK Airport,40.7266,-74.0075,40.63983,-73.77874,3.683333333333333,0.4677013574660634,23,25,21,0
990049,1.0,5.4096,229,179,11.5,0.5,3.06,0.0,2.5,0.0,Lincoln Square East,West Chelsea/Hudson Yards,40.7742,-73.9849,40.75341588,-74.00002199,9.066666666666666,0.5966470588235294,1,37,10,0
1626838,1.0,5.2003,264,264,11.5,0.0,0.0,0.0,2.5,0.0,Clinton West,TriBeCa/Civic Center,40.7629,-73.994,40.71626,-74.01257993,8.766666666666667,0.593190114068441,10,54,15,0
1807247,2.0,28.014,132,48,52.0,0.0,0.0,6.55,2.5,0.0,LaGuardia Airport,Yorkville East,40.77013003,-73.86703007,40.76955898,-73.9413803,37.166666666666664,0.7537399103139014,22,28,16,0
3097440,1.0,4.347,107,140,10.0,2.5,0.0,0.0,2.5,0.0,Greenwich Village North,Lincoln Square West,40.73211001,-73.99648007,40.77677997,-73.98296006,8.366666666666667,0.5195617529880479,7,55,28,0
1081822,1.0,2.898,237,75,7.0,3.0,2.0,0.0,2.5,0.0,Lincoln Square East,Penn Station/Madison Sq West,40.7742,-73.9849,40.7498,-73.9917,5.333333333333333,0.543375,20,13,10,0
1975102,1.0,2.2701000000000002,236,237,15.5,0.0,1.32,0.0,2.5,0.0,Midtown Center,Upper West Side South,40.7588,-73.97291,40.787,-73.9754,25.216666666666665,0.09002379378717781,12,15,18,1
1573523,2.0,2.5116,48,186,19.5,0.0,4.0,0.0,2.5,0.0,Greenwich Village South,Two Bridges/Seward Park,40.73211001,-73.99648007,40.714722,-73.989444,33.3,0.07542342342342342,19,5,14,0
1121066,1.0,1.127,186,170,7.0,2.5,2.05,0.0,2.5,0.0,Times Sq/Theatre District,Lincoln Square East,40.75888,-73.98482,40.7742,-73.9849,9.633333333333333,0.11698961937716264,8,18,11,0
822302,2.0,12.719000000000001,90,181,26.0,2.5,5.15,6.55,2.5,0.0,Upper East Side North,Yorkville West,40.7641,-73.956,40.7712,-73.9495,26.316666666666666,0.4833058898036733,12,17,8,0
258258,2.0,8.0822,236,4,21.0,1.0,5.06,0.0,2.5,0.0,East Village,East Chelsea,40.7265,-73.9815,40.742352,-74.00621,25.75,0.3138718446601942,17,1,3,0
1224550,1.0,3.4615,79,170,9.5,0.5,2.66,0.0,2.5,0.0,Union Sq,Midtown Center,40.7359,-73.9911,40.7588,-73.97291,10.266666666666667,0.3371590909090909,23,34,11,0
3165536,1.0,1.61,141,237,6.0,3.0,2.0,0.0,2.5,0.0,Lenox Hill East,Meatpacking/West Village West,40.7662,-73.9602,40.741,-74.0076,8.183333333333334,0.19674134419551936,21,16,28,0
2913049,1.0,5.7316,234,236,18.0,0.0,5.33,0.0,2.5,0.0,UN/Turtle Bay South,Garment District,40.74966,-73.96918,40.7544,-73.99185,25.3,0.22654545454545455,14,6,26,0
2882660,1.0,3.1395,113,161,13.0,0.0,3.26,0.0,2.5,0.0,UN/Turtle Bay South,World Trade Center,40.74966,-73.96918,40.7118,-74.0131,19.816666666666666,0.15842724978973927,10,30,26,0
2581979,1.0,20.221600000000002,138,88,39.5,1.0,10.32,6.55,2.5,1.25,Yorkville West,Central Harlem,40.7712,-73.9495,40.8089,-73.9482,41.35,0.4890350665054414,17,30,23,0
1152225,1.0,28.9639,132,161,52.0,0.0,0.0,6.55,0.0,0.0,Times Sq/Theatre District,Lincoln Square East,40.75888,-73.98482,40.7742,-73.9849,53.45,0.5418877455565949,13,52,11,0
2420669,1.0,1.4007,48,163,6.0,0.5,0.0,0.0,2.5,0.0,Hudson Sq,JFK Airport,40.7266,-74.0075,40.63983,-73.77874,6.033333333333333,0.23216022099447514,0,30,22,0
490342,1.0,1.9964000000000002,43,140,7.0,1.0,0.01,0.0,2.5,0.0,East Chelsea,Upper West Side North,40.742352,-74.00621,40.91394506,-73.84871493,8.733333333333333,0.22859541984732829,16,24,5,0
2460438,2.0,22.379,138,265,40.0,1.25,2.0,0.0,0.0,1.25,Yorkville East,Washington Heights North,40.76955898,-73.9413803,40.85546,-73.93379,38.833333333333336,0.576283261802575,13,30,22,0
531852,1.0,1.5134,236,238,5.5,0.5,2.5,0.0,2.5,0.0,East Chelsea,Midtown North,40.742352,-74.00621,40.754932,-73.984016,5.133333333333334,0.2948181818181818,21,9,5,0
902978,1.0,4.8622000000000005,140,161,15.0,0.0,2.0,0.0,2.5,0.0,Upper East Side North,Flatiron,40.7641,-73.956,40.7401,-73.9903,20.466666666666665,0.23756677524429973,9,32,9,0
678191,1.0,2.9946,211,68,7.0,0.5,1.08,0.0,2.5,0.0,Murray Hill,Union Sq,40.7479,-73.9757,40.7359,-73.9911,5.366666666666666,0.558,1,8,7,0
1741295,1.0,2.8175000000000003,24,239,9.5,0.0,2.56,0.0,2.5,0.0,Penn Station/Madison Sq West,Sutton Place/Turtle Bay North,40.7498,-73.9917,40.75801217,-73.96019998,10.883333333333333,0.2588820826952527,12,21,16,0
3273285,1.0,11.1895,146,168,20.5,0.5,0.0,0.0,2.5,0.0,Lincoln Square West,Times Sq/Theatre District,40.77677997,-73.98296006,40.75888,-73.98482,12.95,0.8640540540540541,3,31,30,0
1212710,1.0,6.601,24,162,14.5,3.0,3.65,0.0,2.5,0.0,Union Sq,Lincoln Square East,40.7359,-73.9911,40.7742,-73.9849,14.9,0.4430201342281879,21,49,11,0
1889291,1.0,6.7620000000000005,24,140,26.0,1.0,6.06,0.0,2.5,0.0,Midtown Center,Lenox Hill East,40.7588,-73.97291,40.7662,-73.9602,41.31666666666667,0.1636627672448568,17,57,17,1
2941966,1.0,3.7352,236,142,12.0,1.0,3.26,0.0,2.5,0.0,Central Park,Garment District,40.76748004,-73.97069005,40.7544,-73.99185,15.1,0.24736423841059602,18,3,26,0
2202071,2.0,1.6583,114,144,7.0,0.0,3.09,0.0,2.5,0.0,JFK Airport,Greenwich Village North,40.63983,-73.77874,40.73211001,-73.99648007,8.033333333333333,0.2064273858921162,9,49,20,0
842495,2.0,4.9910000000000005,68,43,12.5,2.5,3.15,0.0,2.5,0.0,Upper East Side North,Yorkville West,40.7641,-73.956,40.7712,-73.9495,15.233333333333333,0.32763676148796506,15,8,8,0
621096,1.0,1.449,170,186,6.0,1.0,2.06,0.0,2.5,0.0,Clinton East,Union Sq,40.7638,-73.9918,40.7359,-73.9911,6.2,0.23370967741935483,16,7,6,0
1140763,2.0,0.4508000000000001,264,264,3.5,0.0,0.0,0.0,2.5,0.0,Times Sq/Theatre District,Lincoln Square East,40.75888,-73.98482,40.7742,-73.9849,2.283333333333333,0.19743065693430661,11,24,11,0
2666773,1.0,23.9246,138,87,41.0,0.0,10.17,6.55,2.5,1.25,Upper West Side South,Midtown East,40.787,-73.9754,40.7509,-73.96442,30.05,0.7961597337770383,13,58,24,0
2495739,1.0,1.7227000000000001,137,79,5.5,0.0,1.76,0.0,2.5,0.0,Lower East Side,Astoria,40.715,-73.9843,40.7644,-73.9235,4.416666666666667,0.3900452830188679,19,5,22,0
307016,3.0,9.1126,249,75,18.5,0.5,0.0,0.0,2.5,0.0,East Village,Long Island City/Hunters Point,40.7265,-73.9815,40.74124696,-73.94262762,21.116666666666667,0.43153591160220994,4,15,4,0
81039,3.0,5.425700000000001,163,41,14.0,0.5,0.0,0.0,2.5,0.0,Upper West Side North,East Harlem South,40.91394506,-73.84871493,40.795,-73.939,15.283333333333333,0.3550076335877863,20,57,1,0
1847345,4.0,2.8014,137,113,8.5,0.0,3.54,0.0,2.5,0.0,LaGuardia Airport,Lenox Hill East,40.77013003,-73.86703007,40.7662,-73.9602,10.383333333333333,0.26979775280898877,11,6,17,1
3177769,1.0,2.4472,166,74,7.0,0.5,2.08,0.0,0.0,0.0,Lenox Hill East,Flatbush/Ditmas Park,40.7662,-73.9602,40.64031,-73.96183,7.0,0.3496,23,34,28,0
1000526,1.0,1.3846,164,137,7.5,0.0,0.0,0.0,2.5,0.0,Lincoln Square East,West Chelsea/Hudson Yards,40.7742,-73.9849,40.75341588,-74.00002199,9.266666666666667,0.14941726618705034,8,50,10,0
2023,2.0,4.4436,48,224,12.0,0.5,1.0,0.0,2.5,0.0,West Chelsea/Hudson Yards,Manhattan Valley,40.75341588,-74.00002199,40.797045,-73.969725,15.766666666666667,0.2818350951374207,0,46,1,0
168781,2.0,1.7710000000000004,68,50,6.0,3.5,0.0,0.0,2.5,0.0,Midtown North,Midtown South,40.754932,-73.984016,40.754932,-73.984016,5.6,0.3162500000000001,19,8,2,0
3273229,2.0,19.3522,230,138,33.5,0.5,5.0,6.55,2.5,0.0,Lincoln Square West,Times Sq/Theatre District,40.77677997,-73.98296006,40.75888,-73.98482,19.966666666666665,0.9692253756260435,3,16,30,0
1060874,1.0,5.570600000000001,107,263,13.5,1.0,2.5,0.0,2.5,0.0,Lincoln Square East,Penn Station/Madison Sq West,40.7742,-73.9849,40.7498,-73.9917,16.316666666666666,0.3414055158324822,17,34,10,0
2470285,2.0,31.185700000000004,132,239,52.0,0.0,10.0,0.0,2.5,1.25,Yorkville East,Boerum Hill,40.76955898,-73.9413803,40.68372,-73.98179,72.78333333333333,0.42847309365697284,15,27,22,0
2308927,1.0,14.49,230,36,32.0,0.5,0.0,0.0,2.5,0.0,Midtown East,Clinton East,40.7509,-73.96442,40.7638,-73.9918,40.86666666666667,0.35456769983686787,2,22,21,0
32281,1.0,2.0769,170,229,6.5,0.0,2.0,0.0,2.5,0.0,West Chelsea/Hudson Yards,Manhattan Valley,40.75341588,-74.00002199,40.797045,-73.969725,6.35,0.3270708661417323,11,53,1,0
1020242,1.0,0.9821000000000001,142,143,4.5,0.0,1.0,0.0,2.5,0.0,Lincoln Square East,West Chelsea/Hudson Yards,40.7742,-73.9849,40.75341588,-74.00002199,3.4833333333333334,0.28194258373205744,11,30,10,0
2416615,2.0,6.0697,148,237,16.5,0.5,4.06,0.0,2.5,0.0,Hudson Sq,JFK Airport,40.7266,-74.0075,40.63983,-73.77874,23.2,0.261625,23,19,21,0
1170755,1.0,3.3488,142,43,11.5,0.0,2.96,0.0,2.5,0.0,Times Sq/Theatre District,Lincoln Square East,40.75888,-73.98482,40.7742,-73.9849,15.016666666666667,0.22300554938956715,16,16,11,0
148052,1.0,5.2486,114,246,15.5,1.0,0.0,0.0,2.5,0.0,Midtown North,Midtown South,40.754932,-73.984016,40.754932,-73.984016,19.716666666666665,0.26620118343195265,16,28,2,0
2873894,2.0,4.186000000000001,161,114,10.5,0.0,2.76,0.0,2.5,0.0,Garment District,Central Harlem North,40.7544,-73.99185,40.7987,-73.9523,11.216666666666667,0.37319465081723635,8,41,26,0
2611973,1.0,2.9463000000000004,233,263,8.0,0.5,2.36,0.0,2.5,0.0,Yorkville West,Midtown East,40.7712,-73.9495,40.7509,-73.96442,7.55,0.39023841059602654,21,53,23,0
1029418,2.0,26.243000000000002,132,255,47.5,1.25,9.9,0.0,0.0,1.25,Lincoln Square East,West Chelsea/Hudson Yards,40.7742,-73.9849,40.75341588,-74.00002199,41.15,0.6377399756986635,13,9,10,1
247928,1.0,1.2719,162,237,6.0,1.0,2.58,0.0,2.5,0.0,East Village,East Chelsea,40.7265,-73.9815,40.742352,-74.00621,6.233333333333333,0.204048128342246,16,59,3,0
2625728,2.0,4.0733,237,75,9.5,0.5,3.99,0.0,2.5,0.0,Yorkville West,Midtown East,40.7712,-73.9495,40.7509,-73.96442,8.266666666666667,0.49273790322580635,1,0,24,0
2011495,1.0,3.7835000000000005,186,79,12.0,1.0,1.5,0.0,2.5,0.0,Meatpacking/West Village West,Upper East Side South,40.741,-74.0076,40.7736,-73.9566,17.183333333333334,0.22018428709990304,17,27,18,1
1662508,2.0,1.2397,238,238,5.5,0.0,1.76,0.0,2.5,0.0,Penn Station/Madison Sq West,Gramercy,40.7498,-73.9917,40.7368,-73.9845,4.6,0.2695,16,39,15,0
2272496,1.0,1.7227000000000001,48,68,5.5,1.0,1.96,0.0,2.5,0.0,SoHo,Lenox Hill West,40.7252,-74.00415,40.7708,-73.9567,4.966666666666667,0.3468523489932886,19,39,20,0
1593131,2.0,2.9463000000000004,211,4,10.5,0.5,2.86,0.0,2.5,0.0,Greenwich Village South,TriBeCa/Civic Center,40.73211001,-73.99648007,40.71626,-74.01257993,14.65,0.20111262798634813,22,53,14,0
1934420,1.0,33.166000000000004,132,235,55.0,0.5,9.0,6.55,0.0,1.25,Midtown Center,Upper West Side South,40.7588,-73.97291,40.787,-73.9754,28.55,1.1616812609457094,0,37,18,0
2115123,1.0,4.2826,42,75,18.0,0.0,0.0,0.0,0.0,0.0,JFK Airport,Upper East Side South,40.63983,-73.77874,40.7736,-73.9566,28.1,0.15240569395017795,15,16,19,1
591042,1.0,33.021100000000004,239,132,52.0,0.0,12.37,6.55,2.5,0.0,Clinton East,Midtown North,40.7638,-73.9918,40.754932,-73.984016,53.55,0.616640522875817,12,35,6,0
1953977,1.0,1.1753,107,234,6.5,0.0,1.96,0.0,2.5,0.0,Midtown Center,Upper West Side South,40.7588,-73.97291,40.787,-73.9754,6.866666666666666,0.17116019417475728,9,54,18,0
2022152,1.0,29.4791,132,137,52.0,4.5,0.0,6.55,2.5,0.0,Sutton Place/Turtle Bay North,Upper East Side South,40.75801217,-73.96019998,40.7736,-73.9566,48.43333333333333,0.6086531314521679,19,3,18,0
1434411,1.0,1.2880000000000003,90,234,5.0,1.0,1.86,0.0,2.5,0.0,Upper East Side South,Upper East Side North,40.7736,-73.9566,40.7641,-73.956,3.8666666666666667,0.33310344827586214,17,59,13,0
1918222,1.0,6.6976,75,100,16.0,0.5,0.0,0.0,2.5,0.0,Midtown Center,Upper West Side South,40.7588,-73.97291,40.787,-73.9754,18.616666666666667,0.3597636526410027,21,45,17,0
1922621,1.0,3.6064000000000007,142,229,9.5,0.5,2.66,0.0,2.5,0.0,Midtown Center,Upper West Side South,40.7588,-73.97291,40.787,-73.9754,10.783333333333333,0.33444204018547147,21,42,17,0
1511574,1.0,1.9803000000000002,162,234,6.0,0.0,1.86,0.0,2.5,0.0,Upper East Side South,Upper East Side North,40.7736,-73.9566,40.7641,-73.956,4.933333333333334,0.4014121621621622,10,17,14,0
2053031,1.0,4.2665,48,151,10.0,0.5,2.76,0.0,2.5,0.0,Sutton Place/Turtle Bay North,Upper East Side South,40.75801217,-73.96019998,40.7736,-73.9566,10.083333333333334,0.4231239669421487,23,6,18,0
746827,1.0,6.1985,170,238,16.5,0.0,3.96,0.0,2.5,0.0,Murray Hill,West Village,40.7479,-73.9757,40.7347,-74.0048,22.583333333333332,0.27447232472324723,17,11,7,0
280612,1.0,1.8354,237,161,6.0,0.5,1.96,0.0,2.5,0.0,East Village,Financial District North,40.7265,-73.9815,40.708,-74.011,5.2,0.35296153846153844,20,17,3,0
2124275,1.0,3.6386,170,237,10.5,1.0,2.96,0.0,2.5,0.0,JFK Airport,Upper East Side South,40.63983,-73.77874,40.7736,-73.9566,13.133333333333333,0.2770507614213198,16,45,19,1
644282,1.0,1.2558,249,186,5.0,1.0,1.86,0.0,2.5,0.0,Clinton East,Union Sq,40.7638,-73.9918,40.7359,-73.9911,4.033333333333333,0.31135537190082646,19,12,6,0
1969847,1.0,1.9159,141,236,8.0,0.0,3.39,0.0,2.5,0.0,Midtown Center,Upper West Side South,40.7588,-73.97291,40.787,-73.9754,9.766666666666667,0.19616723549488052,11,30,18,0
363758,1.0,1.7549000000000001,239,236,8.5,0.0,2.36,0.0,2.5,0.0,West Village,Central Park,40.7347,-74.0048,40.76748004,-73.97069005,11.383333333333333,0.1541639824304539,15,12,4,0
1227545,1.0,2.8497000000000003,142,151,7.5,0.5,1.5,0.0,2.5,0.0,Union Sq,Midtown Center,40.7359,-73.9911,40.7588,-73.97291,6.1,0.4671639344262296,23,19,11,0
579444,1.0,3.0107000000000004,239,163,9.0,0.0,1.84,0.0,2.5,0.0,Clinton East,Midtown North,40.7638,-73.9918,40.754932,-73.984016,10.583333333333334,0.2844755905511811,10,45,6,0
1787372,1.0,0.805,236,236,4.5,3.5,1.75,0.0,2.5,0.0,LaGuardia Airport,Yorkville East,40.77013003,-73.86703007,40.76955898,-73.9413803,3.716666666666667,0.21659192825112109,18,53,16,0
153108,2.0,3.864,144,164,11.5,3.5,0.0,0.0,2.5,0.0,Midtown North,Midtown South,40.754932,-73.984016,40.754932,-73.984016,15.4,0.2509090909090909,17,19,2,0
3333898,1.0,2.5760000000000005,90,48,8.0,3.0,2.35,0.0,2.5,0.0,Bloomingdale,Times Sq/Theatre District,40.7989,-73.9698,40.75888,-73.98482,8.95,0.2878212290502794,20,56,30,0
1825470,1.0,1.9964000000000002,233,100,7.5,0.0,1.0,0.0,2.5,0.0,LaGuardia Airport,Yorkville East,40.77013003,-73.86703007,40.76955898,-73.9413803,8.316666666666666,0.2400480961923848,7,13,17,0
1418714,2.0,7.4543,151,233,22.0,0.0,5.0,0.0,2.5,0.0,Upper East Side South,Upper East Side North,40.7736,-73.9566,40.7641,-73.956,33.45,0.2228490284005979,15,8,13,0
2872658,1.0,6.327300000000001,75,233,15.0,0.0,3.66,0.0,2.5,0.0,Garment District,Central Harlem North,40.7544,-73.99185,40.7987,-73.9523,17.633333333333333,0.3588260869565218,8,28,26,0
2404915,3.0,1.7710000000000004,142,163,6.5,3.0,3.0,0.0,2.5,0.0,Midtown East,JFK Airport,40.7509,-73.96442,40.63983,-73.77874,7.05,0.2512056737588653,21,36,21,0
2558309,1.0,1.8515,140,229,13.5,0.0,0.0,0.0,2.5,0.0,Yorkville West,Fort Greene,40.7712,-73.9495,40.69319,-73.97168,21.333333333333332,0.0867890625,13,16,23,1
3063712,1.0,2.8497000000000003,236,142,10.5,1.0,0.0,0.0,2.5,0.0,Gramercy,Lincoln Square West,40.7368,-73.9845,40.77677997,-73.98296006,12.866666666666667,0.221479274611399,19,10,27,0
